Codepoint,Form,Name
"1ACE","◌ᫎ","COMBINING LATIN SMALL LETTER INSULAR T"
"1B00","◌ᬀ","BALINESE SIGN ULU RICEM"
"1B01","◌ᬁ","BALINESE SIGN ULU CANDRA"
"1B02","◌ᬂ","BALINESE SIGN CECEK"
"1B03","◌ᬃ","BALINESE SIGN SURANG"
"1B04","◌ᬄ","BALINESE SIGN BISAH"
"1B34","◌᬴","BALINESE SIGN REREKAN"
"1B35","◌ᬵ","BALINESE VOWEL SIGN TEDUNG"
"1B36","◌ᬶ","BALINESE VOWEL SIGN ULU"
"1B37","◌ᬷ","BALINESE VOWEL SIGN ULU SARI"
"1B38","◌ᬸ","BALINESE VOWEL SIGN SUKU"
"1B39","◌ᬹ","BALINESE VOWEL SIGN SUKU ILUT"
"1B3A","◌ᬺ","BALINESE VOWEL SIGN RA REPA"
"1B3B","◌ᬻ","BALINESE VOWEL SIGN RA REPA TEDUNG"
"1B3C","◌ᬼ","BALINESE VOWEL SIGN LA LENGA"
"1B3D","◌ᬽ","BALINESE VOWEL SIGN LA LENGA TEDUNG"
"1B3E","◌ᬾ","BALINESE VOWEL SIGN TALING"
"1B3F","◌ᬿ","BALINESE VOWEL SIGN TALING REPA"
"1B40","◌ᭀ","BALINESE VOWEL SIGN TALING TEDUNG"
"1B41","◌ᭁ","BALINESE VOWEL SIGN TALING REPA TEDUNG"
"1B42","◌ᭂ","BALINESE VOWEL SIGN PEPET"
"1B43","◌ᭃ","BALINESE VOWEL SIGN PEPET TEDUNG"
"1B44","◌᭄","BALINESE ADEG ADEG"
"1B6B","◌᭫","BALINESE MUSICAL SYMBOL COMBINING TEGEH"
"1B6C","◌᭬","BALINESE MUSICAL SYMBOL COMBINING ENDEP"
"1B6D","◌᭭","BALINESE MUSICAL SYMBOL COMBINING KEMPUL"
"1B6E","◌᭮","BALINESE MUSICAL SYMBOL COMBINING KEMPLI"
"1B6F","◌᭯","BALINESE MUSICAL SYMBOL COMBINING JEGOGAN"
"1B70","◌᭰","BALINESE MUSICAL SYMBOL COMBINING KEMPUL WITH JEGOGAN"
"1B71","◌᭱","BALINESE MUSICAL SYMBOL COMBINING KEMPLI WITH JEGOGAN"
"1B72","◌᭲","BALINESE MUSICAL SYMBOL COMBINING BENDE"
"1B73","◌᭳","BALINESE MUSICAL SYMBOL COMBINING GONG"
"1B80","◌ᮀ","SUNDANESE SIGN PANYECEK"
"1B81","◌ᮁ","SUNDANESE SIGN PANGLAYAR"
"1B82","◌ᮂ","SUNDANESE SIGN PANGWISAD"
"1BA1","◌ᮡ","SUNDANESE CONSONANT SIGN PAMINGKAL"
"1BA2","◌ᮢ","SUNDANESE CONSONANT SIGN PANYAKRA"
"1BA3","◌ᮣ","SUNDANESE CONSONANT SIGN PANYIKU"
"1BA4","◌ᮤ","SUNDANESE VOWEL SIGN PANGHULU"
"1BA5","◌ᮥ","SUNDANESE VOWEL SIGN PANYUKU"
"1BA6","◌ᮦ","SUNDANESE VOWEL SIGN PANAELAENG"
"1BA7","◌ᮧ","SUNDANESE VOWEL SIGN PANOLONG"
"1BA8","◌ᮨ","SUNDANESE VOWEL SIGN PAMEPET"
"1BA9","◌ᮩ","SUNDANESE VOWEL SIGN PANEULEUNG"
"1BAA","◌᮪","SUNDANESE SIGN PAMAAEH"
"1BAB","◌᮫","SUNDANESE SIGN VIRAMA"
"1BAC","◌ᮬ","SUNDANESE CONSONANT SIGN PASANGAN MA"
"1BAD","◌ᮭ","SUNDANESE CONSONANT SIGN PASANGAN WA"
"1BE6","◌᯦","BATAK SIGN TOMPI"
"1BE7","◌ᯧ","BATAK VOWEL SIGN E"
"1BE8","◌ᯨ","BATAK VOWEL SIGN PAKPAK E"
"1BE9","◌ᯩ","BATAK VOWEL SIGN EE"
"1BEA","◌ᯪ","BATAK VOWEL SIGN I"
"1BEB","◌ᯫ","BATAK VOWEL SIGN KARO I"
"1BEC","◌ᯬ","BATAK VOWEL SIGN O"
"1BED","◌ᯭ","BATAK VOWEL SIGN KARO O"
"1BEE","◌ᯮ","BATAK VOWEL SIGN U"
"1BEF","◌ᯯ","BATAK VOWEL SIGN U FOR SIMALUNGUN SA"
"1BF0","◌ᯰ","BATAK CONSONANT SIGN NG"
"1BF1","◌ᯱ","BATAK CONSONANT SIGN H"
"1BF2","◌᯲","BATAK PANGOLAT"
"1BF3","◌᯳","BATAK PANONGONAN"
"1C24","◌ᰤ","LEPCHA SUBJOINED LETTER YA"
"1C25","◌ᰥ","LEPCHA SUBJOINED LETTER RA"
"1C26","◌ᰦ","LEPCHA VOWEL SIGN AA"
"1C27","◌ᰧ","LEPCHA VOWEL SIGN I"
"1C28","◌ᰨ","LEPCHA VOWEL SIGN O"
"1C29","◌ᰩ","LEPCHA VOWEL SIGN OO"
"1C2A","◌ᰪ","LEPCHA VOWEL SIGN U"
"1C2B","◌ᰫ","LEPCHA VOWEL SIGN UU"
"1C2C","◌ᰬ","LEPCHA VOWEL SIGN E"
"1C2D","◌ᰭ","LEPCHA CONSONANT SIGN K"
"1C2E","◌ᰮ","LEPCHA CONSONANT SIGN M"
"1C2F","◌ᰯ","LEPCHA CONSONANT SIGN L"
"1C30","◌ᰰ","LEPCHA CONSONANT SIGN N"
"1C31","◌ᰱ","LEPCHA CONSONANT SIGN P"
"1C32","◌ᰲ","LEPCHA CONSONANT SIGN R"
"1C33","◌ᰳ","LEPCHA CONSONANT SIGN T"
"1C34","◌ᰴ","LEPCHA CONSONANT SIGN NYIN-DO"
"1C35","◌ᰵ","LEPCHA CONSONANT SIGN KANG"
"1C36","◌ᰶ","LEPCHA SIGN RAN"
"1C37","◌᰷","LEPCHA SIGN NUKTA"
"1CD0","◌᳐","VEDIC TONE KARSHANA"
"1CD1","◌᳑","VEDIC TONE SHARA"
"1CD2","◌᳒","VEDIC TONE PRENKHA"
"1CD4","◌᳔","VEDIC SIGN YAJURVEDIC MIDLINE SVARITA"
"1CD5","◌᳕","VEDIC TONE YAJURVEDIC AGGRAVATED INDEPENDENT SVARITA"
"1CD6","◌᳖","VEDIC TONE YAJURVEDIC INDEPENDENT SVARITA"
"1CD7","◌᳗","VEDIC TONE YAJURVEDIC KATHAKA INDEPENDENT SVARITA"
"1CD8","◌᳘","VEDIC TONE CANDRA BELOW"
"1CD9","◌᳙","VEDIC TONE YAJURVEDIC KATHAKA INDEPENDENT SVARITA SCHROEDER"
"1CDA","◌᳚","VEDIC TONE DOUBLE SVARITA"
"1CDB","◌᳛","VEDIC TONE TRIPLE SVARITA"
"1CDC","◌᳜","VEDIC TONE KATHAKA ANUDATTA"
"1CDD","◌᳝","VEDIC TONE DOT BELOW"
"1CDE","◌᳞","VEDIC TONE TWO DOTS BELOW"
"1CDF","◌᳟","VEDIC TONE THREE DOTS BELOW"
"1CE0","◌᳠","VEDIC TONE RIGVEDIC KASHMIRI INDEPENDENT SVARITA"
"1CE1","◌᳡","VEDIC TONE ATHARVAVEDIC INDEPENDENT SVARITA"
"1CE2","◌᳢","VEDIC SIGN VISARGA SVARITA"
"1CE3","◌᳣","VEDIC SIGN VISARGA UDATTA"
"1CE4","◌᳤","VEDIC SIGN REVERSED VISARGA UDATTA"
"1CE5","◌᳥","VEDIC SIGN VISARGA ANUDATTA"
"1CE6","◌᳦","VEDIC SIGN REVERSED VISARGA ANUDATTA"
"1CE7","◌᳧","VEDIC SIGN VISARGA UDATTA WITH TAIL"
"1CE8","◌᳨","VEDIC SIGN VISARGA ANUDATTA WITH TAIL"
"1CED","◌᳭","VEDIC SIGN TIRYAK"
"1CF4","◌᳴","VEDIC TONE CANDRA ABOVE"
"1CF7","◌᳷","VEDIC SIGN ATIKRAMA"
"1CF8","◌᳸","VEDIC TONE RING ABOVE"
"1CF9","◌᳹","VEDIC TONE DOUBLE RING ABOVE"
"1DC0","◌᷀","COMBINING DOTTED GRAVE ACCENT"
"1DC1","◌᷁","COMBINING DOTTED ACUTE ACCENT"
"1DC2","◌᷂","COMBINING SNAKE BELOW"
"1DC3","◌᷃","COMBINING SUSPENSION MARK"
"1DC4","◌᷄","COMBINING MACRON-ACUTE"
"1DC5","◌᷅","COMBINING GRAVE-MACRON"
"1DC6","◌᷆","COMBINING MACRON-GRAVE"
"1DC7","◌᷇","COMBINING ACUTE-MACRON"
"1DC8","◌᷈","COMBINING GRAVE-ACUTE-GRAVE"
"1DC9","◌᷉","COMBINING ACUTE-GRAVE-ACUTE"
"1DCA","◌᷊","COMBINING LATIN SMALL LETTER R BELOW"
"1DCB","◌᷋","COMBINING BREVE-MACRON"
"1DCC","◌᷌","COMBINING MACRON-BREVE"
"1DCD","◌᷍","COMBINING DOUBLE CIRCUMFLEX ABOVE"
"1DCE","◌᷎","COMBINING OGONEK ABOVE"
"1DCF","◌᷏","COMBINING ZIGZAG BELOW"
"1DD0","◌᷐","COMBINING IS BELOW"
"1DD1","◌᷑","COMBINING UR ABOVE"
"1DD2","◌᷒","COMBINING US ABOVE"
"1DD3","◌ᷓ","COMBINING LATIN SMALL LETTER FLATTENED OPEN A ABOVE"
"1DD4","◌ᷔ","COMBINING LATIN SMALL LETTER AE"
"1DD5","◌ᷕ","COMBINING LATIN SMALL LETTER AO"
"1DD6","◌ᷖ","COMBINING LATIN SMALL LETTER AV"
"1DD7","◌ᷗ","COMBINING LATIN SMALL LETTER C CEDILLA"
"1DD8","◌ᷘ","COMBINING LATIN SMALL LETTER INSULAR D"
"1DD9","◌ᷙ","COMBINING LATIN SMALL LETTER ETH"
"1DDA","◌ᷚ","COMBINING LATIN SMALL LETTER G"
"1DDB","◌ᷛ","COMBINING LATIN LETTER SMALL CAPITAL G"
"1DDC","◌ᷜ","COMBINING LATIN SMALL LETTER K"
"1DDD","◌ᷝ","COMBINING LATIN SMALL LETTER L"
"1DDE","◌ᷞ","COMBINING LATIN LETTER SMALL CAPITAL L"
"1DDF","◌ᷟ","COMBINING LATIN LETTER SMALL CAPITAL M"
"1DE0","◌ᷠ","COMBINING LATIN SMALL LETTER N"
"1DE1","◌ᷡ","COMBINING LATIN LETTER SMALL CAPITAL N"
"1DE2","◌ᷢ","COMBINING LATIN LETTER SMALL CAPITAL R"
"1DE3","◌ᷣ","COMBINING LATIN SMALL LETTER R ROTUNDA"
"1DE4","◌ᷤ","COMBINING LATIN SMALL LETTER S"
"1DE5","◌ᷥ","COMBINING LATIN SMALL LETTER LONG S"
"1DE6","◌ᷦ","COMBINING LATIN SMALL LETTER Z"
"1DE7","◌ᷧ","COMBINING LATIN SMALL LETTER ALPHA"
"1DE8","◌ᷨ","COMBINING LATIN SMALL LETTER B"
"1DE9","◌ᷩ","COMBINING LATIN SMALL LETTER BETA"
"1DEA","◌ᷪ","COMBINING LATIN SMALL LETTER SCHWA"
"1DEB","◌ᷫ","COMBINING LATIN SMALL LETTER F"
"1DEC","◌ᷬ","COMBINING LATIN SMALL LETTER L WITH DOUBLE MIDDLE TILDE"
"1DED","◌ᷭ","COMBINING LATIN SMALL LETTER O WITH LIGHT CENTRALIZATION STROKE"
"1DEE","◌ᷮ","COMBINING LATIN SMALL LETTER P"
"1DEF","◌ᷯ","COMBINING LATIN SMALL LETTER ESH"
"1DF0","◌ᷰ","COMBINING LATIN SMALL LETTER U WITH LIGHT CENTRALIZATION STROKE"
"1DF1","◌ᷱ","COMBINING LATIN SMALL LETTER W"
"1DF2","◌ᷲ","COMBINING LATIN SMALL LETTER A WITH DIAERESIS"
"1DF3","◌ᷳ","COMBINING LATIN SMALL LETTER O WITH DIAERESIS"
"1DF4","◌ᷴ","COMBINING LATIN SMALL LETTER U WITH DIAERESIS"
"1DF5","◌᷵","COMBINING UP TACK ABOVE"
"1DF6","◌᷶","COMBINING KAVYKA ABOVE RIGHT"
"1DF7","◌᷷","COMBINING KAVYKA ABOVE LEFT"
"1DF8","◌᷸","COMBINING DOT ABOVE LEFT"
"1DF9","◌᷹","COMBINING WIDE INVERTED BRIDGE BELOW"
"1DFA","◌᷺","COMBINING DOT BELOW LEFT"
"1DFB","◌᷻","COMBINING DELETION MARK"
"1DFC","◌᷼","COMBINING DOUBLE INVERTED BREVE BELOW"
"1DFD","◌᷽","COMBINING ALMOST EQUAL TO BELOW"
"1DFE","◌᷾","COMBINING LEFT ARROWHEAD ABOVE"
"1DFF","◌᷿","COMBINING RIGHT ARROWHEAD AND DOWN ARROWHEAD BELOW"
"20D0","◌⃐","COMBINING LEFT HARPOON ABOVE"
"20D1","◌⃑","COMBINING RIGHT HARPOON ABOVE"
"20D2","◌⃒","COMBINING LONG VERTICAL LINE OVERLAY"
"20D3","◌⃓","COMBINING SHORT VERTICAL LINE OVERLAY"
"20D4","◌⃔","COMBINING ANTICLOCKWISE ARROW ABOVE"
"20D5","◌⃕","COMBINING CLOCKWISE ARROW ABOVE"
"20D6","◌⃖","COMBINING LEFT ARROW ABOVE"
"20D7","◌⃗","COMBINING RIGHT ARROW ABOVE"
"20D8","◌⃘","COMBINING RING OVERLAY"
"20D9","◌⃙","COMBINING CLOCKWISE RING OVERLAY"
"20DA","◌⃚","COMBINING ANTICLOCKWISE RING OVERLAY"
"20DB","◌⃛","COMBINING THREE DOTS ABOVE"
"20DC","◌⃜","COMBINING FOUR DOTS ABOVE"
"20DD","◌⃝","COMBINING ENCLOSING CIRCLE"
"20DE","◌⃞","COMBINING ENCLOSING SQUARE"
"20DF","◌⃟","COMBINING ENCLOSING DIAMOND"
"20E0","◌⃠","COMBINING ENCLOSING CIRCLE BACKSLASH"
"20E1","◌⃡","COMBINING LEFT RIGHT ARROW ABOVE"
"20E2","◌⃢","COMBINING ENCLOSING SCREEN"
"20E3","◌⃣","COMBINING ENCLOSING KEYCAP"
"20E4","◌⃤","COMBINING ENCLOSING UPWARD POINTING TRIANGLE"
"20E5","◌⃥","COMBINING REVERSE SOLIDUS OVERLAY"
"20E6","◌⃦","COMBINING DOUBLE VERTICAL STROKE OVERLAY"
"20E7","◌⃧","COMBINING ANNUITY SYMBOL"
"20E8","◌⃨","COMBINING TRIPLE UNDERDOT"
"20E9","◌⃩","COMBINING WIDE BRIDGE ABOVE"
"20EA","◌⃪","COMBINING LEFTWARDS ARROW OVERLAY"
"20EB","◌⃫","COMBINING LONG DOUBLE SOLIDUS OVERLAY"
"20EC","◌⃬","COMBINING RIGHTWARDS HARPOON WITH BARB DOWNWARDS"
"20ED","◌⃭","COMBINING LEFTWARDS HARPOON WITH BARB DOWNWARDS"
"20EE","◌⃮","COMBINING LEFT ARROW BELOW"
"20EF","◌⃯","COMBINING RIGHT ARROW BELOW"
"20F0","◌⃰","COMBINING ASTERISK ABOVE"
"2CEF","◌⳯","COPTIC COMBINING NI ABOVE"
"2CF0","◌⳰","COPTIC COMBINING SPIRITUS ASPER"
"2CF1","◌⳱","COPTIC COMBINING SPIRITUS LENIS"
"2D7F","◌⵿","TIFINAGH CONSONANT JOINER"
"2DE0","◌ⷠ","COMBINING CYRILLIC LETTER BE"
"2DE1","◌ⷡ","COMBINING CYRILLIC LETTER VE"
"2DE2","◌ⷢ","COMBINING CYRILLIC LETTER GHE"
"2DE3","◌ⷣ","COMBINING CYRILLIC LETTER DE"
"2DE4","◌ⷤ","COMBINING CYRILLIC LETTER ZHE"
"2DE5","◌ⷥ","COMBINING CYRILLIC LETTER ZE"
"2DE6","◌ⷦ","COMBINING CYRILLIC LETTER KA"
"2DE7","◌ⷧ","COMBINING CYRILLIC LETTER EL"
"2DE8","◌ⷨ","COMBINING CYRILLIC LETTER EM"
"2DE9","◌ⷩ","COMBINING CYRILLIC LETTER EN"
"2DEA","◌ⷪ","COMBINING CYRILLIC LETTER O"
"2DEB","◌ⷫ","COMBINING CYRILLIC LETTER PE"
"2DEC","◌ⷬ","COMBINING CYRILLIC LETTER ER"
"2DED","◌ⷭ","COMBINING CYRILLIC LETTER ES"
"2DEE","◌ⷮ","COMBINING CYRILLIC LETTER TE"
"2DEF","◌ⷯ","COMBINING CYRILLIC LETTER HA"
"2DF0","◌ⷰ","COMBINING CYRILLIC LETTER TSE"
"2DF1","◌ⷱ","COMBINING CYRILLIC LETTER CHE"
"2DF2","◌ⷲ","COMBINING CYRILLIC LETTER SHA"
"2DF3","◌ⷳ","COMBINING CYRILLIC LETTER SHCHA"
"2DF4","◌ⷴ","COMBINING CYRILLIC LETTER FITA"
"2DF5","◌ⷵ","COMBINING CYRILLIC LETTER ES-TE"
"2DF6","◌ⷶ","COMBINING CYRILLIC LETTER A"
"2DF7","◌ⷷ","COMBINING CYRILLIC LETTER IE"
"2DF8","◌ⷸ","COMBINING CYRILLIC LETTER DJERV"
"2DF9","◌ⷹ","COMBINING CYRILLIC LETTER MONOGRAPH UK"
"2DFA","◌ⷺ","COMBINING CYRILLIC LETTER YAT"
"2DFB","◌ⷻ","COMBINING CYRILLIC LETTER YU"
"2DFC","◌ⷼ","COMBINING CYRILLIC LETTER IOTIFIED A"
"2DFD","◌ⷽ","COMBINING CYRILLIC LETTER LITTLE YUS"
"2DFE","◌ⷾ","COMBINING CYRILLIC LETTER BIG YUS"
"2DFF","◌ⷿ","COMBINING CYRILLIC LETTER IOTIFIED BIG YUS"
"302A","◌〪","IDEOGRAPHIC LEVEL TONE MARK"
"302B","◌〫","IDEOGRAPHIC RISING TONE MARK"
"302C","◌〬","IDEOGRAPHIC DEPARTING TONE MARK"
"302D","◌〭","IDEOGRAPHIC ENTERING TONE MARK"
"302E","◌〮","HANGUL SINGLE DOT TONE MARK"
"302F","◌〯","HANGUL DOUBLE DOT TONE MARK"
"3099","◌゙","COMBINING KATAKANA-HIRAGANA VOICED SOUND MARK"
"309A","◌゚","COMBINING KATAKANA-HIRAGANA SEMI-VOICED SOUND MARK"
"A66F","◌꙯","COMBINING CYRILLIC VZMET"
"A670","◌꙰","COMBINING CYRILLIC TEN MILLIONS SIGN"
"A671","◌꙱","COMBINING CYRILLIC HUNDRED MILLIONS SIGN"
"A672","◌꙲","COMBINING CYRILLIC THOUSAND MILLIONS SIGN"
"A674","◌ꙴ","COMBINING CYRILLIC LETTER UKRAINIAN IE"
"A675","◌ꙵ","COMBINING CYRILLIC LETTER I"
"A676","◌ꙶ","COMBINING CYRILLIC LETTER YI"
"A677","◌ꙷ","COMBINING CYRILLIC LETTER U"
"A678","◌ꙸ","COMBINING CYRILLIC LETTER HARD SIGN"
"A679","◌ꙹ","COMBINING CYRILLIC LETTER YERU"
"A67A","◌ꙺ","COMBINING CYRILLIC LETTER SOFT SIGN"
"A67B","◌ꙻ","COMBINING CYRILLIC LETTER OMEGA"
"A67C","◌꙼","COMBINING CYRILLIC KAVYKA"
"A67D","◌꙽","COMBINING CYRILLIC PAYEROK"
"A69E","◌ꚞ","COMBINING CYRILLIC LETTER EF"
"A69F","◌ꚟ","COMBINING CYRILLIC LETTER IOTIFIED E"
"A6F0","◌꛰","BAMUM COMBINING MARK KOQNDON"
"A6F1","◌꛱","BAMUM COMBINING MARK TUKWENTIS"
"A802","◌ꠂ","SYLOTI NAGRI SIGN DVISVARA"
"A806","◌꠆","SYLOTI NAGRI SIGN HASANTA"
"A80B","◌ꠋ","SYLOTI NAGRI SIGN ANUSVARA"
"A823","◌ꠣ","SYLOTI NAGRI VOWEL SIGN A"
"A824","◌ꠤ","SYLOTI NAGRI VOWEL SIGN I"
"A825","◌ꠥ","SYLOTI NAGRI VOWEL SIGN U"
"A826","◌ꠦ","SYLOTI NAGRI VOWEL SIGN E"
"A827","◌ꠧ","SYLOTI NAGRI VOWEL SIGN OO"
"A82C","◌꠬","SYLOTI NAGRI SIGN ALTERNATE HASANTA"
"A880","◌ꢀ","SAURASHTRA SIGN ANUSVARA"
"A881","◌ꢁ","SAURASHTRA SIGN VISARGA"
"A8B4","◌ꢴ","SAURASHTRA CONSONANT SIGN HAARU"
"A8B5","◌ꢵ","SAURASHTRA VOWEL SIGN AA"
"A8B6","◌ꢶ","SAURASHTRA VOWEL SIGN I"
"A8B7","◌ꢷ","SAURASHTRA VOWEL SIGN II"
"A8B8","◌ꢸ","SAURASHTRA VOWEL SIGN U"
"A8B9","◌ꢹ","SAURASHTRA VOWEL SIGN UU"
"A8BA","◌ꢺ","SAURASHTRA VOWEL SIGN VOCALIC R"
"A8BB","◌ꢻ","SAURASHTRA VOWEL SIGN VOCALIC RR"
"A8BC","◌ꢼ","SAURASHTRA VOWEL SIGN VOCALIC L"
"A8BD","◌ꢽ","SAURASHTRA VOWEL SIGN VOCALIC LL"
"A8BE","◌ꢾ","SAURASHTRA VOWEL SIGN E"
"A8BF","◌ꢿ","SAURASHTRA VOWEL SIGN EE"
"A8C0","◌ꣀ","SAURASHTRA VOWEL SIGN AI"
"A8C1","◌ꣁ","SAURASHTRA VOWEL SIGN O"
"A8C2","◌ꣂ","SAURASHTRA VOWEL SIGN OO"
"A8C3","◌ꣃ","SAURASHTRA VOWEL SIGN AU"
"A8C4","◌꣄","SAURASHTRA SIGN VIRAMA"
"A8C5","◌ꣅ","SAURASHTRA SIGN CANDRABINDU"
"A8E0","◌꣠","COMBINING DEVANAGARI DIGIT ZERO"
"A8E1","◌꣡","COMBINING DEVANAGARI DIGIT ONE"
"A8E2","◌꣢","COMBINING DEVANAGARI DIGIT TWO"
"A8E3","◌꣣","COMBINING DEVANAGARI DIGIT THREE"
"A8E4","◌꣤","COMBINING DEVANAGARI DIGIT FOUR"
"A8E5","◌꣥","COMBINING DEVANAGARI DIGIT FIVE"
"A8E6","◌꣦","COMBINING DEVANAGARI DIGIT SIX"
"A8E7","◌꣧","COMBINING DEVANAGARI DIGIT SEVEN"
"A8E8","◌꣨","COMBINING DEVANAGARI DIGIT EIGHT"
"A8E9","◌꣩","COMBINING DEVANAGARI DIGIT NINE"
"A8EA","◌꣪","COMBINING DEVANAGARI LETTER A"
"A8EB","◌꣫","COMBINING DEVANAGARI LETTER U"
"A8EC","◌꣬","COMBINING DEVANAGARI LETTER KA"
"A8ED","◌꣭","COMBINING DEVANAGARI LETTER NA"
"A8EE","◌꣮","COMBINING DEVANAGARI LETTER PA"
"A8EF","◌꣯","COMBINING DEVANAGARI LETTER RA"
"A8F0","◌꣰","COMBINING DEVANAGARI LETTER VI"
"A8F1","◌꣱","COMBINING DEVANAGARI SIGN AVAGRAHA"
"A8FF","◌ꣿ","DEVANAGARI VOWEL SIGN AY"
"A926","◌ꤦ","KAYAH LI VOWEL UE"
"A927","◌ꤧ","KAYAH LI VOWEL E"
"A928","◌ꤨ","KAYAH LI VOWEL U"
"A929","◌ꤩ","KAYAH LI VOWEL EE"
"A92A","◌ꤪ","KAYAH LI VOWEL O"
"A92B","◌꤫","KAYAH LI TONE PLOPHU"
"A92C","◌꤬","KAYAH LI TONE CALYA"
"A92D","◌꤭","KAYAH LI TONE CALYA PLOPHU"
"A947","◌ꥇ","REJANG VOWEL SIGN I"
"A948","◌ꥈ","REJANG VOWEL SIGN U"
"A949","◌ꥉ","REJANG VOWEL SIGN E"
"A94A","◌ꥊ","REJANG VOWEL SIGN AI"
"A94B","◌ꥋ","REJANG VOWEL SIGN O"
"A94C","◌ꥌ","REJANG VOWEL SIGN AU"
"A94D","◌ꥍ","REJANG VOWEL SIGN EU"
"A94E","◌ꥎ","REJANG VOWEL SIGN EA"
"A94F","◌ꥏ","REJANG CONSONANT SIGN NG"
"A950","◌ꥐ","REJANG CONSONANT SIGN N"
"A951","◌ꥑ","REJANG CONSONANT SIGN R"
"A952","◌ꥒ","REJANG CONSONANT SIGN H"
"A953","◌꥓","REJANG VIRAMA"
"A980","◌ꦀ","JAVANESE SIGN PANYANGGA"
"A981","◌ꦁ","JAVANESE SIGN CECAK"
"A982","◌ꦂ","JAVANESE SIGN LAYAR"
"A983","◌ꦃ","JAVANESE SIGN WIGNYAN"
"A9B3","◌꦳","JAVANESE SIGN CECAK TELU"
"A9B4","◌ꦴ","JAVANESE VOWEL SIGN TARUNG"
"A9B5","◌ꦵ","JAVANESE VOWEL SIGN TOLONG"
"A9B6","◌ꦶ","JAVANESE VOWEL SIGN WULU"
"A9B7","◌ꦷ","JAVANESE VOWEL SIGN WULU MELIK"
"A9B8","◌ꦸ","JAVANESE VOWEL SIGN SUKU"
"A9B9","◌ꦹ","JAVANESE VOWEL SIGN SUKU MENDUT"
"A9BA","◌ꦺ","JAVANESE VOWEL SIGN TALING"
"A9BB","◌ꦻ","JAVANESE VOWEL SIGN DIRGA MURE"
"A9BC","◌ꦼ","JAVANESE VOWEL SIGN PEPET"
"A9BD","◌ꦽ","JAVANESE CONSONANT SIGN KERET"
"A9BE","◌ꦾ","JAVANESE CONSONANT SIGN PENGKAL"
"A9BF","◌ꦿ","JAVANESE CONSONANT SIGN CAKRA"
"A9C0","◌꧀","JAVANESE PANGKON"
"A9E5","◌ꧥ","MYANMAR SIGN SHAN SAW"
"AA29","◌ꨩ","CHAM VOWEL SIGN AA"
"AA2A","◌ꨪ","CHAM VOWEL SIGN I"
"AA2B","◌ꨫ","CHAM VOWEL SIGN II"
"AA2C","◌ꨬ","CHAM VOWEL SIGN EI"
"AA2D","◌ꨭ","CHAM VOWEL SIGN U"
"AA2E","◌ꨮ","CHAM VOWEL SIGN OE"
"AA2F","◌ꨯ","CHAM VOWEL SIGN O"
"AA30","◌ꨰ","CHAM VOWEL SIGN AI"
"AA31","◌ꨱ","CHAM VOWEL SIGN AU"
"AA32","◌ꨲ","CHAM VOWEL SIGN UE"
"AA33","◌ꨳ","CHAM CONSONANT SIGN YA"
"AA34","◌ꨴ","CHAM CONSONANT SIGN RA"
"AA35","◌ꨵ","CHAM CONSONANT SIGN LA"
"AA36","◌ꨶ","CHAM CONSONANT SIGN WA"
"AA43","◌ꩃ","CHAM CONSONANT SIGN FINAL NG"
"AA4C","◌ꩌ","CHAM CONSONANT SIGN FINAL M"
"AA4D","◌ꩍ","CHAM CONSONANT SIGN FINAL H"
"AA7B","◌ꩻ","MYANMAR SIGN PAO KAREN TONE"
"AA7C","◌ꩼ","MYANMAR SIGN TAI LAING TONE-2"
"AA7D","◌ꩽ","MYANMAR SIGN TAI LAING TONE-5"
"AAB0","◌ꪰ","TAI VIET MAI KANG"
"AAB2","◌ꪲ","TAI VIET VOWEL I"
"AAB3","◌ꪳ","TAI VIET VOWEL UE"
"AAB4","◌ꪴ","TAI VIET VOWEL U"
"AAB7","◌ꪷ","TAI VIET MAI KHIT"
"AAB8","◌ꪸ","TAI VIET VOWEL IA"
"AABE","◌ꪾ","TAI VIET VOWEL AM"
"AABF","◌꪿","TAI VIET TONE MAI EK"
"AAC1","◌꫁","TAI VIET TONE MAI THO"
"AAEB","◌ꫫ","MEETEI MAYEK VOWEL SIGN II"
"AAEC","◌ꫬ","MEETEI MAYEK VOWEL SIGN UU"
"AAED","◌ꫭ","MEETEI MAYEK VOWEL SIGN AAI"
"AAEE","◌ꫮ","MEETEI MAYEK VOWEL SIGN AU"
"AAEF","◌ꫯ","MEETEI MAYEK VOWEL SIGN AAU"
"AAF5","◌ꫵ","MEETEI MAYEK VOWEL SIGN VISARGA"
"AAF6","◌꫶","MEETEI MAYEK VIRAMA"
"ABE3","◌ꯣ","MEETEI MAYEK VOWEL SIGN ONAP"
"ABE4","◌ꯤ","MEETEI MAYEK VOWEL SIGN INAP"
"ABE5","◌ꯥ","MEETEI MAYEK VOWEL SIGN ANAP"
"ABE6","◌ꯦ","MEETEI MAYEK VOWEL SIGN YENAP"
"ABE7","◌ꯧ","MEETEI MAYEK VOWEL SIGN SOUNAP"
"ABE8","◌ꯨ","MEETEI MAYEK VOWEL SIGN UNAP"
"ABE9","◌ꯩ","MEETEI MAYEK VOWEL SIGN CHEINAP"
"ABEA","◌ꯪ","MEETEI MAYEK VOWEL SIGN NUNG"
"ABEC","◌꯬","MEETEI MAYEK LUM IYEK"
"ABED","◌꯭","MEETEI MAYEK APUN IYEK"
