Codepoint,Form,Name
"11C94","◌𑲔","MARCHEN SUBJOINED LETTER GA"
"11C95","◌𑲕","MARCHEN SUBJOINED LETTER NGA"
"11C96","◌𑲖","MARCHEN SUBJOINED LETTER CA"
"11C97","◌𑲗","MARCHEN SUBJOINED LETTER CHA"
"11C98","◌𑲘","MARCHEN SUBJOINED LETTER JA"
"11C99","◌𑲙","MARCHEN SUBJOINED LETTER NYA"
"11C9A","◌𑲚","MARCHEN SUBJOINED LETTER TA"
"11C9B","◌𑲛","MARCHEN SUBJOINED LETTER THA"
"11C9C","◌𑲜","MARCHEN SUBJOINED LETTER DA"
"11C9D","◌𑲝","MARCHEN SUBJOINED LETTER NA"
"11C9E","◌𑲞","MARCHEN SUBJOINED LETTER PA"
"11C9F","◌𑲟","MARCHEN SUBJOINED LETTER PHA"
"11CA0","◌𑲠","MARCHEN SUBJOINED LETTER BA"
"11CA1","◌𑲡","MARCHEN SUBJOINED LETTER MA"
"11CA2","◌𑲢","MARCHEN SUBJOINED LETTER TSA"
"11CA3","◌𑲣","MARCHEN SUBJOINED LETTER TSHA"
"11CA4","◌𑲤","MARCHEN SUBJOINED LETTER DZA"
"11CA5","◌𑲥","MARCHEN SUBJOINED LETTER WA"
"11CA6","◌𑲦","MARCHEN SUBJOINED LETTER ZHA"
"11CA7","◌𑲧","MARCHEN SUBJOINED LETTER ZA"
"11CAA","◌𑲪","MARCHEN SUBJOINED LETTER RA"
"11CAB","◌𑲫","MARCHEN SUBJOINED LETTER LA"
"11CAC","◌𑲬","MARCHEN SUBJOINED LETTER SHA"
"11CAD","◌𑲭","MARCHEN SUBJOINED LETTER SA"
"11CAE","◌𑲮","MARCHEN SUBJOINED LETTER HA"
"11CAF","◌𑲯","MARCHEN SUBJOINED LETTER A"
"11CB0","◌𑲰","MARCHEN VOWEL SIGN AA"
"11CB2","◌𑲲","MARCHEN VOWEL SIGN U"
"11CB3","◌𑲳","MARCHEN VOWEL SIGN E"
"11CB5","◌𑲵","MARCHEN SIGN ANUSVARA"
"11CB6","◌𑲶","MARCHEN SIGN CANDRABINDU"
"11D31","◌𑴱","MASARAM GONDI VOWEL SIGN AA"
"11D32","◌𑴲","MASARAM GONDI VOWEL SIGN I"
"11D33","◌𑴳","MASARAM GONDI VOWEL SIGN II"
"11D34","◌𑴴","MASARAM GONDI VOWEL SIGN U"
"11D35","◌𑴵","MASARAM GONDI VOWEL SIGN UU"
"11D36","◌𑴶","MASARAM GONDI VOWEL SIGN VOCALIC R"
"11D3A","◌𑴺","MASARAM GONDI VOWEL SIGN E"
"11D3C","◌𑴼","MASARAM GONDI VOWEL SIGN AI"
"11D3D","◌𑴽","MASARAM GONDI VOWEL SIGN O"
"11D3F","◌𑴿","MASARAM GONDI VOWEL SIGN AU"
"11D40","◌𑵀","MASARAM GONDI SIGN ANUSVARA"
"11D41","◌𑵁","MASARAM GONDI SIGN VISARGA"
"11D42","◌𑵂","MASARAM GONDI SIGN NUKTA"
"11D43","◌𑵃","MASARAM GONDI SIGN CANDRA"
"11D44","◌𑵄","MASARAM GONDI SIGN HALANTA"
"11D45","◌𑵅","MASARAM GONDI VIRAMA"
"11D47","◌𑵇","MASARAM GONDI RA-KARA"
"11D90","◌𑶐","GUNJALA GONDI VOWEL SIGN EE"
"11D91","◌𑶑","GUNJALA GONDI VOWEL SIGN AI"
"11D95","◌𑶕","GUNJALA GONDI SIGN ANUSVARA"
"11D97","◌𑶗","GUNJALA GONDI VIRAMA"
"11EF3","◌𑻳","MAKASAR VOWEL SIGN I"
"11EF4","◌𑻴","MAKASAR VOWEL SIGN U"
"11F00","◌𑼀","KAWI SIGN CANDRABINDU"
"11F01","◌𑼁","KAWI SIGN ANUSVARA"
"11F36","◌𑼶","KAWI VOWEL SIGN I"
"11F37","◌𑼷","KAWI VOWEL SIGN II"
"11F38","◌𑼸","KAWI VOWEL SIGN U"
"11F39","◌𑼹","KAWI VOWEL SIGN UU"
"11F3A","◌𑼺","KAWI VOWEL SIGN VOCALIC R"
"11F40","◌𑽀","KAWI VOWEL SIGN EU"
"11F42","◌𑽂","KAWI CONJOINER"
"13440","◌𓑀","EGYPTIAN HIEROGLYPH MIRROR HORIZONTALLY"
"13447","◌𓑇","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT TOP START"
"13448","◌𓑈","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT BOTTOM START"
"13449","◌𓑉","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT START"
"1344A","◌𓑊","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT TOP END"
"1344B","◌𓑋","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT TOP"
"1344C","◌𓑌","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT BOTTOM START AND TOP END"
"1344D","◌𓑍","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT START AND TOP"
"1344E","◌𓑎","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT BOTTOM END"
"1344F","◌𓑏","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT TOP START AND BOTTOM END"
"13450","◌𓑐","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT BOTTOM"
"13451","◌𓑑","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT START AND BOTTOM"
"13452","◌𓑒","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT END"
"13453","◌𓑓","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT TOP AND END"
"13454","◌𓑔","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED AT BOTTOM AND END"
"13455","◌𓑕","EGYPTIAN HIEROGLYPH MODIFIER DAMAGED"
"16AF0","◌𖫰","BASSA VAH COMBINING HIGH TONE"
"16AF1","◌𖫱","BASSA VAH COMBINING LOW TONE"
"16AF2","◌𖫲","BASSA VAH COMBINING MID TONE"
"16AF3","◌𖫳","BASSA VAH COMBINING LOW-MID TONE"
"16AF4","◌𖫴","BASSA VAH COMBINING HIGH-LOW TONE"
"16B30","◌𖬰","PAHAWH HMONG MARK CIM TUB"
"16B31","◌𖬱","PAHAWH HMONG MARK CIM SO"
"16B32","◌𖬲","PAHAWH HMONG MARK CIM KES"
"16B33","◌𖬳","PAHAWH HMONG MARK CIM KHAV"
"16B34","◌𖬴","PAHAWH HMONG MARK CIM SUAM"
"16B35","◌𖬵","PAHAWH HMONG MARK CIM HOM"
"16B36","◌𖬶","PAHAWH HMONG MARK CIM TAUM"
"16F4F","◌𖽏","MIAO SIGN CONSONANT MODIFIER BAR"
"16F8F","◌𖾏","MIAO TONE RIGHT"
"16F90","◌𖾐","MIAO TONE TOP RIGHT"
"16F91","◌𖾑","MIAO TONE ABOVE"
"16F92","◌𖾒","MIAO TONE BELOW"
"16FE4","◌𖿤","KHITAN SMALL SCRIPT FILLER"
"1BC9D","◌𛲝","DUPLOYAN THICK LETTER SELECTOR"
"1BC9E","◌𛲞","DUPLOYAN DOUBLE MARK"
"1E000","◌𞀀","COMBINING GLAGOLITIC LETTER AZU"
"1E001","◌𞀁","COMBINING GLAGOLITIC LETTER BUKY"
"1E002","◌𞀂","COMBINING GLAGOLITIC LETTER VEDE"
"1E003","◌𞀃","COMBINING GLAGOLITIC LETTER GLAGOLI"
"1E004","◌𞀄","COMBINING GLAGOLITIC LETTER DOBRO"
"1E005","◌𞀅","COMBINING GLAGOLITIC LETTER YESTU"
"1E006","◌𞀆","COMBINING GLAGOLITIC LETTER ZHIVETE"
"1E008","◌𞀈","COMBINING GLAGOLITIC LETTER ZEMLJA"
"1E009","◌𞀉","COMBINING GLAGOLITIC LETTER IZHE"
"1E00A","◌𞀊","COMBINING GLAGOLITIC LETTER INITIAL IZHE"
"1E00B","◌𞀋","COMBINING GLAGOLITIC LETTER I"
"1E00C","◌𞀌","COMBINING GLAGOLITIC LETTER DJERVI"
"1E00D","◌𞀍","COMBINING GLAGOLITIC LETTER KAKO"
"1E00E","◌𞀎","COMBINING GLAGOLITIC LETTER LJUDIJE"
"1E00F","◌𞀏","COMBINING GLAGOLITIC LETTER MYSLITE"
"1E010","◌𞀐","COMBINING GLAGOLITIC LETTER NASHI"
"1E011","◌𞀑","COMBINING GLAGOLITIC LETTER ONU"
"1E012","◌𞀒","COMBINING GLAGOLITIC LETTER POKOJI"
"1E013","◌𞀓","COMBINING GLAGOLITIC LETTER RITSI"
"1E014","◌𞀔","COMBINING GLAGOLITIC LETTER SLOVO"
"1E015","◌𞀕","COMBINING GLAGOLITIC LETTER TVRIDO"
"1E016","◌𞀖","COMBINING GLAGOLITIC LETTER UKU"
"1E017","◌𞀗","COMBINING GLAGOLITIC LETTER FRITU"
"1E018","◌𞀘","COMBINING GLAGOLITIC LETTER HERU"
"1E01B","◌𞀛","COMBINING GLAGOLITIC LETTER SHTA"
"1E01C","◌𞀜","COMBINING GLAGOLITIC LETTER TSI"
"1E01D","◌𞀝","COMBINING GLAGOLITIC LETTER CHRIVI"
"1E01E","◌𞀞","COMBINING GLAGOLITIC LETTER SHA"
"1E01F","◌𞀟","COMBINING GLAGOLITIC LETTER YERU"
"1E020","◌𞀠","COMBINING GLAGOLITIC LETTER YERI"
"1E021","◌𞀡","COMBINING GLAGOLITIC LETTER YATI"
"1E023","◌𞀣","COMBINING GLAGOLITIC LETTER YU"
"1E024","◌𞀤","COMBINING GLAGOLITIC LETTER SMALL YUS"
"1E026","◌𞀦","COMBINING GLAGOLITIC LETTER YO"
"1E027","◌𞀧","COMBINING GLAGOLITIC LETTER IOTATED SMALL YUS"
"1E028","◌𞀨","COMBINING GLAGOLITIC LETTER BIG YUS"
"1E029","◌𞀩","COMBINING GLAGOLITIC LETTER IOTATED BIG YUS"
"1E02A","◌𞀪","COMBINING GLAGOLITIC LETTER FITA"
"1E130","◌𞄰","NYIAKENG PUACHUE HMONG TONE-B"
"1E131","◌𞄱","NYIAKENG PUACHUE HMONG TONE-M"
"1E132","◌𞄲","NYIAKENG PUACHUE HMONG TONE-J"
"1E133","◌𞄳","NYIAKENG PUACHUE HMONG TONE-V"
"1E134","◌𞄴","NYIAKENG PUACHUE HMONG TONE-S"
"1E135","◌𞄵","NYIAKENG PUACHUE HMONG TONE-G"
"1E136","◌𞄶","NYIAKENG PUACHUE HMONG TONE-D"
"1E2AE","◌𞊮","TOTO SIGN RISING TONE"
"1E2EC","◌𞋬","WANCHO TONE TUP"
"1E2ED","◌𞋭","WANCHO TONE TUPNI"
"1E2EE","◌𞋮","WANCHO TONE KOI"
"1E2EF","◌𞋯","WANCHO TONE KOINI"
"1E4EC","◌𞓬","NAG MUNDARI SIGN MUHOR"
"1E4ED","◌𞓭","NAG MUNDARI SIGN TOYOR"
"1E4EE","◌𞓮","NAG MUNDARI SIGN IKIR"
"1E4EF","◌𞓯","NAG MUNDARI SIGN SUTUH"
"1E8D0","◌𞣐","MENDE KIKAKUI COMBINING NUMBER TEENS"
"1E8D1","◌𞣑","MENDE KIKAKUI COMBINING NUMBER TENS"
"1E8D2","◌𞣒","MENDE KIKAKUI COMBINING NUMBER HUNDREDS"
"1E8D3","◌𞣓","MENDE KIKAKUI COMBINING NUMBER THOUSANDS"
"1E8D4","◌𞣔","MENDE KIKAKUI COMBINING NUMBER TEN THOUSANDS"
"1E8D5","◌𞣕","MENDE KIKAKUI COMBINING NUMBER HUNDRED THOUSANDS"
"1E8D6","◌𞣖","MENDE KIKAKUI COMBINING NUMBER MILLIONS"
"1E944","◌𞥄","ADLAM ALIF LENGTHENER"
"1E945","◌𞥅","ADLAM VOWEL LENGTHENER"
"1E946","◌𞥆","ADLAM GEMINATION MARK"
"1E947","◌𞥇","ADLAM HAMZA"
"1E948","◌𞥈","ADLAM CONSONANT MODIFIER"
"1E949","◌𞥉","ADLAM GEMINATE CONSONANT MODIFIER"
"1E94A","◌𞥊","ADLAM NUKTA"
